id	title	description	category	inventoryHeight	inventoryWidth	image	customProperties
card_echo_speaker_veil_walking	Veil Walking	Project your senses briefly into the Iron Afterlife. For 1 round, you perceive the Afterlife overlay on your current location. In combat: reveal all concealed enemies and learn one unplayed card category from each. Your physical body gains Guard 4 while projected.	subclass				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:echo_speaker"",""tier"":""1"",""cardType"":""Utility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Guard 4"",""unlockLevel"":""3"",""startingHand"":""""}"
card_echo_speaker_voice_of_both_worlds	Voice of Both Worlds	Open the Veil fully in a 30-foot radius for 1 round. All dead with unfinished business in the area speak simultaneously — every enemy takes 18 + RESONANCE damage, gains Stagger, Silence, and Expose 3. Every ally recovers 14 HP and gains Guard 12. Any ally reduced to 0 HP this round is held at 1 HP by your presence. When this card resolves, you are reduced to 1 HP — the bridge, used fully, costs everything. You cannot be reduced below 1 HP until the start of your next turn.	capstone				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:echo_speaker"",""tier"":""3"",""cardType"":""Signature"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Stagger|Silence|Expose 3|Guard 12"",""unlockLevel"":""20"",""startingHand"":""""}"
card_void_walker_afterlife_anchor	Afterlife Anchor	Establish a permanent Afterlife anchor point at your current location. For the rest of the scene, you can teleport to this anchor as a free action (once per round). Additionally, one ally you designate can use your anchor as a destination for their own Mobility cards.	subclass_power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:void_walker"",""tier"":""2"",""cardType"":""Utility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":"""",""unlockLevel"":""10"",""startingHand"":""""}"
card_void_walker_afterlife_navigation	Afterlife Navigation	Phase through the Iron Afterlife to a location you have visited. Teleport to any point within 200 feet that you have previously been to this scene. On arrival, you are invisible for 1 round — the physical world does not immediately register your return.	power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:void_walker"",""tier"":""2"",""cardType"":""Mobility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Veil"",""unlockLevel"":""6"",""startingHand"":""""}"
card_void_walker_afterlife_perception	Afterlife Perception	Open your Afterlife senses fully. Detect all Echomind signatures within 60 feet, including concealed and hidden creatures. Learn one enemy's HP bracket and one keyword from an unplayed card they hold. Iron Afterlife entities within range are automatically revealed and targetable.	core_ability				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:void_walker"",""tier"":""1"",""cardType"":""Utility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":"""",""unlockLevel"":""1"",""startingHand"":""true""}"
card_void_walker_afterlife_walk	Afterlife Walk	Step fully into the Iron Afterlife and walk through it. Teleport to any point within 300 feet you have visited. During transit you cannot be targeted. On arrival, gain Veil for 1 round and +3 EDGE until end of turn. You may bring one willing ally with you.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:void_walker"",""tier"":""3"",""cardType"":""Mobility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Veil"",""unlockLevel"":""14"",""startingHand"":""""}"
card_void_walker_between_sight	Between Sight	Your Afterlife Perception pierces all concealment. For 1 round, you cannot be surprised, cannot be affected by Veil cards, and detect the exact location of every creature within 60 feet regardless of concealment, invisibility, or phasing. Apply Mark to one detected enemy.	power				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:void_walker"",""tier"":""1"",""cardType"":""Utility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Mark"",""unlockLevel"":""5"",""startingHand"":""""}"
card_void_walker_between_strike	Between Strike	Strike from between worlds — your weapon phases through defenses before solidifying at impact. Deal 14 + EDGE damage. Pierce 8. If you are currently in incorporeal state (via Phase Step), this card deals +6 additional damage.	subclass_power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:void_walker"",""tier"":""2"",""cardType"":""Attack"",""baseDamage"":""14"",""damageStat"":""EDGE"",""keywords"":""Pierce 8"",""unlockLevel"":""13"",""startingHand"":""""}"
card_void_walker_between_the_worlds	Between the Worlds	Declare Void Sovereignty over a 100-foot radius for 1 round. You control all phase-related phenomena in the area. Every ally within range can use Mobility cards at 0 AP cost this round. Every enemy within range cannot use Mobility cards or Phase cards — the space between worlds belongs to you. Any enemy who dies this round has their Echomind held — they cannot pass to the Afterlife until you release them. After this card resolves, gain Overheat 2 and lose 10 HP.	capstone				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:void_walker"",""tier"":""3"",""cardType"":""Signature"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Root|Overheat 2"",""unlockLevel"":""20"",""startingHand"":""""}"
card_void_walker_between_the_worlds_protocol	Between the Worlds Protocol	For the rest of the scene: you exist partially in both worlds simultaneously. You gain +3 RESONANCE and +3 EDGE. All your Phase cards cost 0 AP. You cannot be surprised. Your Basic Attack deals +RESONANCE damage. Once per scene.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:void_walker"",""tier"":""3"",""cardType"":""Utility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":"""",""unlockLevel"":""17"",""startingHand"":""""}"
card_void_walker_ghost_sight	Ghost Sight	Extend your Afterlife Perception through solid matter. For 1 round, see through up to 30 feet of walls and solid objects as an Afterlife impression. Hidden enemies within this range are revealed. In combat, learn one piece of information about an enemy you locate this way — their HP bracket or one card they hold.	core_ability				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:void_walker"",""tier"":""1"",""cardType"":""Utility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":"""",""unlockLevel"":""1"",""startingHand"":""""}"
card_void_walker_ghost_sovereign	Ghost Sovereign	Become completely undetectable for 1 round. You are invisible to all senses — physical, resonant, Wire Craft, and Afterlife. During this round, your Attack cards deal +RESONANCE damage and you cannot be targeted by any card. After the round ends, you reappear at a location of your choice within 30 feet.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:void_walker"",""tier"":""3"",""cardType"":""Utility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Veil"",""unlockLevel"":""17"",""startingHand"":""""}"
card_void_walker_phase_absolute	Phase Absolute	Enter an absolute phase state. For 1 round, you cannot be hit by any Attack card — all attacks pass through you. You can still play cards and move normally. At the end of the round, phase back fully and immediately play one free Attack card from your hand.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:void_walker"",""tier"":""3"",""cardType"":""Defense"",""baseDamage"":"""",""damageStat"":"""",""keywords"":"""",""unlockLevel"":""15"",""startingHand"":""""}"
card_void_walker_phase_assault	Phase Assault	Phase into an enemy's space and strike from within. Deal 14 + RESONANCE damage. Pierce 6. Apply Stagger. After the strike, you phase out and reappear up to 20 feet away — this movement does not trigger reactions.	power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:void_walker"",""tier"":""2"",""cardType"":""Attack"",""baseDamage"":""14"",""damageStat"":""RESONANCE"",""keywords"":""Stagger|Pierce 6"",""unlockLevel"":""8"",""startingHand"":""""}"
card_void_walker_phase_cascade	Phase Cascade	Phase through up to three enemies in sequence, striking each. Move up to 60 feet total, passing through each enemy's space. Each enemy takes 12 + EDGE damage and gains Expose 2. This movement does not trigger reactions.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:void_walker"",""tier"":""3"",""cardType"":""Mobility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Expose 2"",""unlockLevel"":""14"",""startingHand"":""""}"
card_void_walker_phase_dodge	Phase Dodge	Triggered when you are targeted by an attack. Phase briefly — the attack passes through you. Gain Guard 8 against that attack. After it resolves, you reappear up to 10 feet from your original position.	level_up				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:void_walker"",""tier"":""1"",""cardType"":""Defense"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Guard 8"",""unlockLevel"":""2"",""startingHand"":""""}"
card_void_walker_phase_everything	Phase Everything	Phase yourself and all allies within 20 feet simultaneously. All phased creatures gain Guard 12 and cannot be targeted by Attack cards for 1 round. On return, each phased creature may teleport up to 20 feet to any unoccupied space. Once per scene.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:void_walker"",""tier"":""3"",""cardType"":""Utility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Guard 12"",""unlockLevel"":""18"",""startingHand"":""""}"
card_void_walker_phase_field	Phase Field	Extend a phase field over a 20-foot radius centered on you. For 1 round, any ally entering the field gains Guard 8. Any enemy entering the field takes 8 + RESONANCE damage and gains Stagger — the between-space rejects them.	subclass_power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:void_walker"",""tier"":""2"",""cardType"":""Control"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Guard 8|Stagger"",""unlockLevel"":""9"",""startingHand"":""""}"
card_void_walker_phase_immunity	Phase Immunity	Your familiarity with incorporeal states makes you resistant to control. For 1 round, you cannot be Staggered, Silenced, or Rooted. Gain Guard 8. You may use Phase Step as a Reaction this round at 0 AP cost when hit by an attack.	power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:void_walker"",""tier"":""2"",""cardType"":""Defense"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Guard 8|Fortify"",""unlockLevel"":""6"",""startingHand"":""""}"
card_void_walker_phase_master	Phase Master	Your phase transitions have become instantaneous and effortless. For the rest of the scene: Phase Step can be played as a Reaction at 0 AP cost (once per round). All your Mobility cards move you +10 feet further than listed. Your EDGE increases by 2.	subclass_power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:void_walker"",""tier"":""2"",""cardType"":""Utility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":"""",""unlockLevel"":""12"",""startingHand"":""""}"
card_void_walker_phase_strike	Phase Strike	Strike from incorporeal state with full force. Deal 12 + EDGE damage. If you are currently incorporeal (via Phase Step), this card deals +8 additional damage and applies Expose 2. After this strike, you may immediately move up to 20 feet — this movement does not trigger reactions.	subclass				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:void_walker"",""tier"":""2"",""cardType"":""Attack"",""baseDamage"":""12"",""damageStat"":""EDGE"",""keywords"":""Expose 2"",""unlockLevel"":""4"",""startingHand"":""""}"
card_void_walker_phase_step	Phase Step	Step out of physical reality. You become incorporeal until the start of your next turn. While incorporeal: you cannot be targeted by Attack cards, you can move through solid barriers, and your attacks deal +4 damage (you strike from the between-space). On return, reappear up to 15 feet from where you phased.	core_ability				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:void_walker"",""tier"":""1"",""cardType"":""Mobility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Veil"",""unlockLevel"":""1"",""startingHand"":""true""}"
card_void_walker_perfect_phase	Perfect Phase	Your incorporeal state has become effortless and indefinite. Enter Phase Step at no AP cost as part of playing this card. You remain incorporeal for 2 rounds instead of 1. While incorporeal under Perfect Phase, you can interact with physical objects normally — picking locks, opening doors, retrieving items.	subclass_power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:void_walker"",""tier"":""2"",""cardType"":""Defense"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Veil"",""unlockLevel"":""11"",""startingHand"":""""}"
card_void_walker_sovereignty_declared	Sovereignty Declared	Assert Void dominance over a 60-foot radius. For 1 round: no enemy can use Phase, Mobility, or Afterlife cards within the area. Any enemy who attempts phasing takes 12 + RESONANCE damage. Allies within the area gain +2 EDGE and cannot be Rooted.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:void_walker"",""tier"":""3"",""cardType"":""Control"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Root"",""unlockLevel"":""19"",""startingHand"":""""}"
card_void_walker_sustained_phase	Sustained Phase	Extend your incorporeal state to 2 rounds. While sustained-phased: you are invisible to non-Afterlife senses, you can move freely through terrain, and you cannot be targeted by Signal cards. You can end the state early as a free action on your turn.	subclass				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:void_walker"",""tier"":""2"",""cardType"":""Defense"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Veil"",""unlockLevel"":""3"",""startingHand"":""""}"
