Name	Size	Type	Subtype	Alignment	Armor Class	Initiative	Hit Points	Hit Dice	Speed	Fly	Strength	Strength Saving Throw	Dexterity	Dexterity Saving Throw	Constitution	Constitution Saving Throw	Intelligence	Intelligence Saving Throw	Wisdom	Wisdom Saving Throw	Charisma	Charisma Saving Throw	Resistances	Immunities	Passive Perception	Darkvision	Languages	Challenge Rating	Description	Image
Ochre Jelly	Large	Ooze		Unaligned	8	2	52	7d10 + 14	20	0	15	2	6	-2	14	2	2	-4	6	-2	1	-5	Acid, Exhaustion, Frightened, Grappled, Prone, Restrained	Lightning, Slashing, Charmed, Deafened	8	0	None	2	# Traits\n**Amorphous**\nThe jelly can move through a space\nas narrow as 1 inch without expending extra move-\n\n**Spider Climb**\nThe elly can climb difficult surfaces,\nincluding along ceilings, without needing to make an\n\n# Actions\n**Pseudopod**\nMelee Attack Roll: +4, reach 5 ft. Hit: 12\n(3d6 + 2) Acid damage.\n\n# Reactions\n**Split**\nTrigger: While the jelly is Large or Medium and\nhas 10+ Hit Points, it becomes Bloodied or is subjected\n\n**to Lightning or Slashing damage**\nResponse: The jelly\n\n**splits into two new Ochre Jellies**\nEach new jelly is one\nsize smaller than the original jelly and acts on its Initia-\n\n**tive**\nThe original jelly’s Hit Points are divided evenly\nbetween the new jellies (round down).	
Ogre	Large	Giant		Chaotic Evil	11	1	68	8d10 + 24	40	0	19	4	8	-1	16	3	5	-3	7	-2	7	-2			8	60	Common, Giant	2	# Actions\n**Greatclub**\nMelee Attack Roll: +6, reach 5 ft. Hit: 13\n(2d8 + 4) Bludgeoning damage.\n\n**Javelin**\nMelee or Ranged Attack Roll: +6, reach 5 ft. or\nrange 30/120 ft. Hit: 11 (2d6 + 4) Piercing damage.	
Ogre Zombie	Large	Undead		Neutral Evil	8	2	85	9d10 + 36	30	0	19	4	6	-2	18	4	3	-4	6	0	5	-3		Poison, Exhaustion, Poisoned	8	60	Understands Common and Giant but can’t	2	# Traits\n**Undead Fortitude**\nIf damage reduces the zombie to 0\nHit Points, it makes a Constitution saving throw (DC 5\nplus the damage taken) unless the damage is Radiant or\n\n**from a Critical Hit**\nOn a successful save, the zombie\n\n# Actions\n**Slam**\nMelee Attack Roll: +6, reach 5 ft. Hit: 13 (2d8\n+ 4) Bludgeoning damage.	
Oni	Large	Fiend		Lawful Evil	17	0	119	14d10 + 42	30	30	19	4	11	3	16	6	14	2	12	4	15	5	Cold		14	60	Common, Giant	7	# Traits\n**Regeneration**\nThe oni regains 10 Hit Points at the start\n\n# Actions\n**Multiattack**\nThe oni makes two Claw or Nightmare\n\n**Ray attacks**\nIt can replace one attack with a use of\n\n**Spellcasting**\nClaw. Melee Attack Roll: +7, reach 10 ft. Hit: 10 (1d12\n+ 4) Slashing damage plus 9 (2d8) Necrotic damage.\n\n**Nightmare Ray**\nRanged Attack Roll: +5, range 60 ft.\nHit: 9 (2d6 + 2) Psychic damage, and the target has\nthe Frightened condition until the start of the oni’s\n\n**Shape-Shift**\nThe oni shape-shifts into a Small or Me-\ndium Humanoid or a Large Giant, or it returns to its\n\n**true form**\nOther than its size, its game statistics are the\n\n**same in each form**\nAny equipment it is wearing or car-\n\n**Spellcasting**\nThe oni casts one of the following spells,\nrequiring no Material components and using Charisma\nas the spellcasting ability (spell save DC 13):\n1/Day Each: Charm Person (level 2 version), Darkness ,\nGaseous Form , Sleep\n\n# Bonus Actions\n**Invisibility**\nThe oni casts Invisibility on itself, requiring\nno spell components and using the same spellcasting	
Otyugh	Large	Aberration		Neutral	14	0	104	11d10 + 44	30	0	16	3	11	0	19	7	6	-2	13	1	6	-2			11	120	Otyugh	5	# Actions\n**Multiattack**\nThe otyugh makes one Bite attack and two\n\n**Bite**\nMelee Attack Roll: +6, reach 5 ft. Hit: 12 (2d8 + 3)\nPiercing damage, and the target has the Poisoned con-\n\n**dition**\nheneer the Poisoned target finishes a Long\nRest, it is subjected to the following effect. Constitution\nSaving Throw: DC 15. Failure: The target’s Hit Point\nmaximum decreases by 5 (1d10) and doesn’t return to\n\n**normal until the Poisoned condition ends on the target**\nSuccess: The Poisoned condition ends.\n\n**Tentacle**\nMelee Attack Roll: +6, reach 10 ft. Hit: 12\n(2d8 + 3) Piercing damage. If the target is a Medium or\nsmaller creature, it has the Grappled condition (escape\nDC 13) from one of two tentacles.	
Owlbear	Large	Monstrosity		Unaligned	13	1	59	7d10 + 21	40	0	20	5	12	1	17	3	3	-4	12	1	7	-2			15	60	None	3	# Actions\n**Multiattack**\nThe owlbear makes two Rend attacks.\n\n**Rend**\nMelee Attack Roll: +7, reach 5 ft. Hit: 14 (2d8\n+ 5) Slashing damage.	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTX3nIrbcwu2doh_58zPt-2z_G2M72wow4lYg&s
Pegasus	Large	Celestial		Chaotic Good	12	2	59	7d10 + 21	60	90	18	4	15	4	16	5	10	0	15	4	13	3			16	0	Understands Celestial, Common, Elvish	2	# Actions\n**Hooves**\nMelee Attack Roll: +6, reach 5 ft. Hit: 7 (1d6\n+ 4) Bludgeoning damage plus 5 (2d4) Radiant damage.	
Phase Spider	Large	Monstrosity		Unaligned	14	3	45	7d10 + 7	0	0	15	2	16	3	12	1	6	-2	10	0	6	-2			10	60	None	3	# Traits\n**Ethereal Sight**\nThe spider can see 60 feet into the Ethe-\n\n**Spider Climb**\nThe spider can climb difficult surfaces,\nincluding along ceilings, without needing to make an\n\n**Web Walker**\nThe spider ignores movement restrictions\ncaused by webs, and the spider knows the location of\n\n# Actions\n**Multiattack**\nThe spider makes two Bite attacks.\n\n**Bite**\nMelee Attack Roll: +5, reach 5 ft. Hit: 8 (1d10 +\n3) Piercing damage plus 9 (2d8) Poison damage. If this\ndamage reduces the target to 0 Hit Points, the target\nbecomes Stable, and it has the Poisoned condition for 1\n\n**hour**\nWhile Poisoned, the target also has the Paralyzed\n\n# Bonus Actions\n**Ethereal Jaunt**\nThe spider teleports from the Material	
Pirate	Medium, Small	Humanoid		Neutral	14	5	33	6d8 + 6	30	0	10	0	16	5	12	1	8	-1	12	1	14	4			11	0	Common plus one other language	1	# Actions\n**Multiattack**\nThe pirate makes two Dagger attacks.\nIt can replace one attack with a use of Enthrall-\n\n**Dagger**\nMelee or Ranged Attack Roll: +5, reach 5 ft. or\nrange 20/60 ft. Hit: 5 (1d4 + 3) Piercing damage.	
Pirate Captain	Medium, Small	Humanoid		Neutral	17	7	84	13d8 + 26	30	0	10	3	18	7	14	2	10	0	14	5	17	6			15	0	Common plus one other language	6	# Actions\n**Multiattack**\nThe pirate makes three attacks, using\n\n**Rapier**\nMelee Attack Roll: +7, reach 5 ft. Hit: 13 (2d8\n+ 4) Piercing damage, and the pirate has Advantage on\n\n**Pistol**\nRanged Attack Roll: +7, range 30/90 ft. Hit: 15\n(2d10 + 4) Piercing damage.\n\n# Bonus Actions\n**Captain’s Charm**\nWisdom Saving Throw: DC 14, one\n\n**creature the pirate can see within 30 feet**\nFailure: The\ntarget has the Charmed condition until the start of the\n\n# Reactions\n**Riposte**\nTrigger: The pirate is hit by a melee attack roll\n\n**while holding a weapon**\nResponse: The pirate adds 3\nto its AC against that attack, possibly causing it to miss.\nOn a miss, the pirate makes one Rapier attack against	
Pit Fiend	Large	Fiend	Devil	Lawful Evil	21	14	337	27d10 + 189	0	0	26	8	14	8	24	7	22	6	18	10	24	7	Cold	Fire, Poison, Poisoned	20	0	Infernal	20	# Traits\n**Diabolical Restoration**\nf the pit fiend dies outside the\nNine Hells, its body disappears in sulfurous smoke, and\nit gains a new body instantly, reviving with all its Hit\n\n**Fear Aura**\nThe pit fiend emanates an aura in a 20\nfoot Emanation while it doesn’t have the Incapacitated\n\n**condition**\nWisdom Saving Throw: DC 21, any enemy\n\n**that starts its turn in the aura**\nFailure: The target has\n\n**the Frightened condition until the start of its next turn**\nSuccess: The target is immune to this pit fiends aura\n\n**for 24 hours**\nLegendary Resistance (4/Day). f the pit fiend fails a\nsaving throw, it can choose to succeed instead.\n\n**Magic Resistance**\nThe pit fiend has dantage on sa-\n\n# Actions\n**Multiattack**\nThe pit fiend makes one Bite attack, to\nDevilish Claw attacks, and one Fiery Mace attack.\n\n**Bite**\nMelee Attack Roll: +14, reach 10 ft. Hit: 18 (3d6\n+ 8) Piercing damage. If the target is a creature, it must\n\n**make the following saving throw**\nConstitution Saving\nThrow: DC 21. Failure: The target has the Poisoned\n\n**condition**\nWhile Poisoned, the target can’t regain Hit\nPoints and takes 21 (6d6) Poison damage at the start of\neach of its turns, and it repeats the save at the end of\neach of its turns, ending the effect on itself on a suc-\n\n**cess**\nAfter 1 minute, it succeeds automatically.\n\n**Devilish Claw**\nMelee Attack Roll: +14, reach 10 ft. Hit:\n26 (4d8 + 8) Necrotic damage.\n\n**Fiery Mace**\nMelee Attack Roll: +14, reach 10 ft. Hit: 22\n(4d6 + 8) Force damage plus 21 (6d6) Fire damage.\nHellfire Spellcasting (Recharge 4–6). The pit fiend\ncasts Fireball (level 5 version) twice, requiring no Mate-\nrial components and using Charisma as the spellcasting\nability (spell save DC 21). It can replace one Fireball\nwith Hold Monster (level 7 version) or Wall of Fire.	
Planetar	Large	Celestial	Angel	Lawful Good	19	10	262	21d10 + 147	40	120	24	12	20	5	24	12	19	4	22	11	25	12	Radiant	Charmed, Exhaustion, Frightened	21	0	All	16	# Traits\n**Divine Awareness**\nThe planetar knows if it hears a lie.\n\n**Exalted Restoration**\nIf the planetar dies outside Mount\nCelestia, its body disappears, and it gains a new body\ninstantly, reviving with all its Hit Points somewhere in\n\n**Magic Resistance**\nThe planetar has Advantage on sav-\n\n# Actions\n**Multiattack**\nThe planetar makes three Radiant Sword\n\n**Radiant Sword**\nMelee Attack Roll: +12, reach 10 ft.\nHit: 14 (2d6 + 7) Slashing damage plus 18 (4d8) Radi-\n\n**Holy Burst**\nDexterity Saving Throw: DC 20, each en-\nemy in a 20-foot-radius Sphere centered on a point the\n\n**planetar can see within 120 feet**\nFailure: 24 (7d6) Radi-\n\n**ant damage**\nSuccess: Half damage.\n\n**Spellcasting**\nThe planetar casts one of the following\nspells, requiring no Material components and using\nCharisma as spellcasting ability (spell save DC 20):\nAt Will: Detect Evil and Good\n1/Day Each: Commune , Control Weather , Dispel Evil\nand Good , Raise Dead\n\n# Bonus Actions\nDivine Aid (2/Day). The planetar casts Cure Wounds ,\nInvisibility , Lesser Restoration , or Remove Curse , using\n**the same spellcasting ability as Spellcasting**\nPriests	
Priest	Medium, Small	Humanoid	Cleric	Neutral	13	0	38	7d8 + 7	30	0	16	3	10	0	12	1	13	1	16	3	13	1			15	0	Common plus one other language	2	# Actions\n**Multiattack**\nThe priest makes two attacks, using Mace\n\n**Mace**\nMelee Attack Roll: +5, reach 5 ft. Hit: 6 (1d6 +\n3) Bludgeoning damage plus 5 (2d4) Radiant damage.\n\n**Radiant Flame**\nRanged Attack Roll: +5, range 60 ft.\nHit: 11 (2d10) Radiant damage.\n\n# Bonus Actions\nDivine Aid (3/Day). The priest casts Bless , Dispel\nMagic , Healing Word , or Lesser Restoration , using the	
Priest Acolyte	Medium, Small	Humanoid	Cleric	Neutral	13	0	11	2d8 + 2	30	0	14	2	10	0	12	1	10	0	14	2	11	0			12	0	Common	1/4	# Actions\n**Mace**\nMelee Attack Roll: +4, reach 5 ft. Hit: 5 (1d6\n+ 2) Bludgeoning damage plus 2 (1d4) Radiant damage.\n\n**Radiant Flame**\nRanged Attack Roll: +4, range 60 ft.\nHit: 7 (2d6) Radiant damage.\n\n**Spellcasting**\nThe priest casts one of the following\nspells, using Wisdom as the spellcasting ability:\nAt Will: Light , Thaumaturgy\n\n# Bonus Actions\nDivine Aid (1/Day). The priest casts Bless , Healing\nWord , or Sanctuary , using the same spellcasting ability	
Pseudodragon	Tiny	Dragon		Neutral Good	14	2	10	3d4 + 3	15	60	6	-2	15	2	13	1	10	0	12	1	10	0			0	60	Understands Common and Draconic	1/4	# Traits\n**Magic Resistance**\nThe pseudodragon has Advan-\ntage on saving throws against spells and other magi-\n\n# Actions\n**Multiattack**\nThe pseudodragon makes two Bite attacks.\n\n**Bite**\nMelee Attack Roll: +4, reach 5 ft. Hit: 4 (1d4 + 2)\n\n**Sting**\nConstitution Saving Throw: DC 12, one creature\n\n**the pseudodragon can see within 5 feet**\nFailure: 5 (2d4)\nPoison damage, and the target has the Poisoned condi-\n\n**tion for 1 hour**\nFailure by 5 or More: While Poisoned,\nthe target also has the Unconscious condition, which\nends early if the target takes damage or a creature	
Purple Worm	Gargantuan	Monstrosity		Unaligned	18	3	247	15d20 + 90	50	0	28	9	7	-2	22	11	1	-5	8	4	4	-3			0	0	None	15	# Traits\n**Tunneler**\nThe worm can burrow through solid rock at\nhalf its Burrow Speed and leaves a 10-foot-diameter\n\n# Actions\n**Multiattack**\nThe worm makes one Bite attack and one\n\n**Bite**\nMelee Attack Roll: +14, reach 10 ft. Hit: 22\n(3d8 + 9) Piercing damage. If the target is a Large or\nsmaller creature, it has the Grappled condition (escape\nDC 19), and it has the Restrained condition until the\n\n**Tail Stinger**\nMelee Attack Roll: +14, reach 10 ft. Hit:\n16 (2d6 + 9) Piercing damage plus 35 (10d6) Poi-\n\n# Bonus Actions\n**Swallow**\nStrength Saving Throw: DC 19, one Large or\nsmaller creature Grappled by the worm (it can have up\nto three creatures swallowed at a time). Failure: The tar-\nget is swallowed by the worm, and the Grappled con-\n\n**dition ends**\nA swallowed creature has the Blinded and\nRestrained conditions, has Total Cover against attacks\nand other effects outside the worm, and takes 17 (5d6)\n\n**Acid damage at the start of each of the worm’s turns**\nIf the worm takes 30 damage or more on a single turn\nfrom a creature inside it, the worm must succeed on a\nDC 21 Constitution saving throw at the end of that turn\nor regurgitate all swallowed creatures, each of which\nfalls in a space within 5 feet of the worm and has the\n\n**Prone condition**\nIf the worm dies, any swallowed crea-\nture no longer has the Restrained condition and can\nescape from the corpse using 20 feet of movement,	
Quasit	Tiny	Fiend	Demon	Chaotic Evil	13	3	25	10d4	40	0	5	-3	17	3	10	0	7	-2	10	0	10	0	Cold, Fire, Lightning	Poison, Poisoned	10	120	Abyssal, Common	1	# Traits\n**Magic Resistance**\nThe quasit has Advantage on saving\n\n# Actions\n**Rend**\nMelee Attack Roll: +5, reach 5 ft. Hit: 5 (1d4 + 3)\nSlashing damage, and the target has the Poisoned con-\n\n**Invisibility**\nThe quasit casts Invisibility on itself, requir-\ning no spell components and using Charisma as the\n\n**spellcasting ability**\nScare (1/Day). Wisdom Saving Throw: DC 10, one\n\n**creature within 20 feet**\nFailure: The target has the\n\n**Frightened condition**\nAt the end of each of its turns, the\ntarget repeats the save, ending the effect on itself on a\n\n**success**\nAfter 1 minute, it succeeds automatically.\n\n**Shape-Shift**\nThe quasit shape-shifts to resemble a bat\n(Speed 10 ft., Fly 40 ft.), a centipede (40 ft., Climb 40\n\n**ft**\n), or a toad (40 ft., Swim 40 ft.), or it returns to its\n\n**true form**\nIts game statistics are the same in each form,\n\n**except for its Speed**\nAny equipment it is wearing or	
Rakshasa	Medium	Fiend		Lawful Evil	17	8	221	26d8 + 104	40	0	14	2	17	3	18	4	13	1	16	3	20	5		Charmed, Frightened	18	0	Common, Infernal	13	# Actions\n**Multiattack**\nThe rakshasa makes three Cursed\n\n**Cursed Touch**\nMelee Attack Roll: +10, reach 5 ft. Hit:\n12 (2d6 + 5) Slashing damage plus 19 (3d12) Necrotic\n\n**damage**\nIf the target is a creature, it is cursed. While\ncursed, the target gains no benefit from finishing a\n\n**Short or Long Rest**\nBaleful Command (Recharge 5–6). Wisdom Saving\nThrow: DC 18, each enemy in a 30-foot Emanation orig-\n\n**inating from the rakshasa**\nFailure: 28 (8d6) Psychic dam-\nage, and the target has the Frightened and Incapacitated\n\n**Spellcasting**\nThe rakshasa casts one of the following\nspells, requiring no Material components and using\nCharisma as the spellcasting ability (spell save DC 18):\nAt Will: Detect Magic , Detect Thoughts , Disguise Self ,\nMage Hand , Minor Illusion\n1/Day Each: Fly , Invisibility , Major Image , Plane Shift	
Red Dragon Wyrmling	Medium	Dragon	Chromatic	Chaotic Evil	17	2	75	10d8 + 30	30	60	19	4	10	2	17	3	12	1	11	2	15	2		Fire	14	60	Draconic	4	# Actions\n**Multiattack**\nThe dragon makes two Rend attacks.\n\n**Rend**\nMelee Attack Roll: +6, reach 5 ft. Hit: 9 (1d10\n+ 4) Slashing damage plus 3 (1d6) Fire damage.	
Remorhaz	Huge	Monstrosity		Unaligned	17	5	195	17d12 + 85	40	0	24	7	13	1	21	5	4	-3	10	0	5	-3		Cold, Fire	10	60	None	11	# Traits\n**Heat Aura**\nAt the end of each of the remorhaz’s turns,\neach creature in a 5-foot Emanation originating from\nthe remorhaz takes 16 (3d10) Fire damage.\n\n# Actions\n**Bite**\nMelee Attack Roll: +11, reach 10 ft. Hit: 18 (2d10\n+ 7) Piercing damage plus 14 (4d6) Fire damage. If the\ntarget is a Large or smaller creature, it has the Grappled\ncondition (escape DC 17), and it has the Restrained\n\n# Bonus Actions\n**Swallow**\nStrength Saving Throw: DC 19, one Large or\nsmaller creature Grappled by the remorhaz (it can have\nup to two creatures swallowed at a time). Failure: The\ntarget is swallowed by the remorhaz, and the Grappled\n\n**condition ends**\nA swallowed creature has the Blinded and Restrained conditions, it has Total Cover against\nattacks and other effects outside the remorhaz, and it\ntakes 10 (3d6) Acid damage plus 10 (3d6) Fire damage\n\n**at the start of each of the remorhaz’s turns**\nIf the remorhaz takes 30 damage or more on a single\nturn from a creature inside it, the remorhaz must suc-\nceed on a DC 15 Constitution saving throw at the end\nof that turn or regurgitate all swallowed creatures, each\nof which falls in a space within 5 feet of the remorhaz\n\n**and has the Prone condition**\nIf the remorhaz dies, any\nswallowed creature no longer has the Restrained condi-\ntion and can escape from the corpse by using 15 feet of\nmovement, exiting Prone.	
Roc	Gargantuan	Monstrosity		Unaligned	15	8	248	16d20 + 80	20	120	28	9	10	4	20	5	3	-4	10	4	9	-1			18	0	None	11	# Actions\n**Multiattack**\nThe roc makes two Beak attacks. It can\n\n**Beak**\nMelee Attack Roll: +13, reach 10 ft. Hit: 28 (3d12\n+ 9) Piercing damage.\n\n**Talons**\nMelee Attack Roll: +13, reach 5 ft. Hit: 23 (4d6\n+ 9) Slashing damage. If the target is a Huge or smaller\ncreature, it has the Grappled condition (escape DC 19)\nfrom both talons, and it has the Restrained condition\n\n# Bonus Actions\nSwoop (Recharge 5–6). If the roc has a creature Grap-\npled, the roc ies up to half its ly peed ithout pro-	
Roper	Large	Aberration		Neutral Evil	20	5	93	11d10 + 33	10	0	18	4	8	-1	17	3	7	-2	16	3	6	-2			16	60	None	5	# Traits\n**Spider Climb**\nThe roper can climb difficult surfaces,\nincluding along ceilings, without needing to make an\n\n# Actions\n**Multiattack**\nThe roper makes two Tentacle attacks,\nuses Reel, and makes two Bite attacks.\n\n**Bite**\nMelee Attack Roll: +7, reach 5 ft. Hit: 17 (3d8 + 4)\n\n**Tentacle**\nMelee Attack Roll: +7, reach 60 ft. Hit: The\ntarget has the Grappled condition (escape DC 14) from\none of six tentacles, and the target has the Poisoned\n\n**condition until the grapple ends**\nThe tentacle can be damaged, freeing a creature it has\nGrappled when destroyed (AC 20, HP 10, Immunity to\nPoison and Psychic damage). Damaging the tentacle\ndeals no damage to the roper, and a destroyed tentacle\n\n**Reel**\nThe roper pulls each creature Grappled by it up	
